,tceid,ticid,sector,orbitalPeriodDays,orbitalPeriodDays_err,transitDepthPpm,transitDepthPpm_err,transitDurationHours,minImpactParameter,starTeffKelvin,starLoggCgs
241,00267043786-01,267043786,1.0,0.297465,2.43757e-06,18988.9,421.902,0.635832,0.954225,6839.0,3.94464
242,00267043786-02,267043786,1.0,0.297488,-1.0,0.0,0.0,0.5,0.1,6839.0,3.94464
243,00267044642-01,267044642,1.0,1.42049,0.00032144,491.395,57.227,3.57628,0.00896558,5144.0,4.27214
244,00269762258-01,269762258,1.0,0.662309,3.9671e-06,113980.0,741.534,1.38546,0.915415,3271.0,4.438
245,00269793839-01,269793839,1.0,0.722816,0.000270159,7104.44,657.758,4.90067,0.988874,3098.0,4.438
246,00269829384-01,269829384,1.0,0.622222,-1.0,6818.03,-1.0,1.5,0.1,6085.0,4.28947
247,00269857486-01,269857486,1.0,0.634538,0.000152562,1672.47,231.199,1.50643,0.476032,3287.0,4.438
248,00270038761-02,270038761,1.0,0.791208,9.86533e-05,2536.78,232.367,3.55541,0.31346,3343.0,4.94272
249,00270204401-02,270204401,1.0,1.11909,9.67646e-06,21741.3,58.2984,4.37915,0.754473,8680.0,4.23779
250,00271596290-01,271596290,1.0,1.2825,7.56216e-06,101066.0,150.206,5.98227,0.787269,6311.35,4.33549
251,00273792220-01,273792220,1.0,0.993932,3.25486e-06,29631.8,55.1583,2.29277,0.999093,5892.0,4.438
252,00277298434-01,277298434,1.0,0.410702,8.83018e-05,10962.7,1123.91,4.92843,0.913659,5780.0,4.08543
253,00277715787-01,277715787,1.0,0.329245,2.58524e-05,117.352,17.1274,0.380401,0.112266,7823.0,3.97848
254,00277802792-01,277802792,1.0,0.271746,1.93172e-05,159.065,27.1895,0.413557,0.917703,7491.0,3.85979
255,00277802792-02,277802792,1.0,0.542617,3.67174e-05,229.01,29.1792,0.957104,0.0916368,7491.0,3.85979
256,00277802792-03,277802792,1.0,0.542486,0.000122539,279.544,31.7144,1.54688,0.973398,7491.0,3.85979
257,00278784173-01,278784173,1.0,0.747416,3.99771e-06,62249.0,604.2,0.66058,0.903125,3122.0,4.438
258,00278863150-01,278863150,1.0,0.52147,4.54907e-05,64263.8,4722.31,1.37813,0.899628,5093.0,4.438
259,00278863150-02,278863150,1.0,0.521468,0.000106934,24186.5,3951.11,1.33313,0.818681,5093.0,4.438
260,00279254042-01,279254042,1.0,0.596908,1.58386e-05,59687.7,2475.39,2.82277,0.562744,5070.0,4.438
261,00279254042-02,279254042,1.0,0.596877,2.83362e-06,85434.0,345.761,1.79903,0.960656,5070.0,4.438
262,00279314488-01,279314488,1.0,1.83257,1.4408e-05,52635.8,150.115,3.43401,0.946963,6434.0,3.59607
263,00279314488-02,279314488,1.0,1.83259,5.73304e-05,13965.6,169.646,3.36141,0.950692,6434.0,3.59607
264,00279615956-01,279615956,1.0,0.571274,6.50896e-05,575.835,37.2632,2.02269,0.699309,5812.38,4.17942
265,00279674387-01,279674387,1.0,0.215629,2.05001e-05,106.286,21.5043,0.518784,0.218722,7190.0,3.91104
266,00279674387-02,279674387,1.0,0.215622,2.76975e-05,170.779,54.4425,0.633741,0.987201,7190.0,3.91104
267,00279955276-01,279955276,1.0,0.576852,4.66003e-06,74876.1,556.534,1.86311,0.870092,6123.0,4.26799
268,00279955276-02,279955276,1.0,0.57685,1.43777e-05,18406.7,411.125,1.84959,0.996657,6123.0,4.26799
269,00279955276-03,279955276,1.0,0.577053,4.61647e-05,9886.39,1677.18,1.5698,0.987651,6123.0,4.26799
270,00280793949-01,280793949,1.0,0.501869,5.69932e-05,108.281,13.9428,1.48818,0.86642,9013.97,4.438
271,00280793949-02,280793949,1.0,0.501696,3.97503e-05,130.554,10.7798,1.54024,0.0147902,9013.97,4.438
272,00280793949-03,280793949,1.0,1.1271,0.000105212,270.059,36.0201,0.438234,0.523472,9013.97,4.438
273,00280794284-01,280794284,1.0,0.535735,3.84464e-05,79.6726,11.1831,0.563511,0.243391,8422.0,4.09602
274,00280830734-01,280830734,1.0,1.16233,0.000115754,442.89,58.8688,0.558442,0.859469,6340.3,4.18
275,00281461138-01,281461138,1.0,0.651436,0.000129671,22023.6,5631.25,7.81723,0.999975,2824.0,4.438
276,00287328866-01,287328866,1.0,1.03841,4.38757e-05,19609.6,359.812,2.37584,0.960065,5846.0,4.33269
277,00287328866-02,287328866,1.0,0.961365,0.000264945,3075.96,317.297,2.35112,0.998173,5846.0,4.33269
278,00289840928-01,289840928,1.0,0.199958,3.89421e-06,14273.7,596.25,0.732491,0.825668,3120.0,5.05691
279,00289840928-02,289840928,1.0,0.199965,5.16349e-06,7380.33,498.359,0.598788,0.998971,3120.0,5.05691
280,00289840928-03,289840928,1.0,0.199961,2.45987e-05,3630.02,1747.47,0.329816,0.953921,3120.0,5.05691
281,00290547036-01,290547036,1.0,0.903301,-1.0,527997.0,0.0,2.0,0.1,5336.0,3.7132
282,00293345927-01,293345927,1.0,0.539571,2.14252e-05,3236.8,127.289,1.41944,0.991962,6150.0,3.52649
283,00293345927-02,293345927,1.0,0.539573,5.16309e-05,1649.02,259.224,1.48355,0.999885,6150.0,3.52649
284,00293345927-03,293345927,1.0,0.269857,2.14178e-05,10039.3,1095.36,3.23829,0.946793,6150.0,3.52649
285,00293507177-01,293507177,1.0,0.569426,3.80355e-05,897.754,110.866,1.40933,3.48368e-05,3834.0,4.61088
286,00294273900-01,294273900,1.0,0.236076,2.66429e-06,10838.8,116152.0,0.563711,1.0,6770.0,4.11642
287,00294273900-02,294273900,1.0,0.236069,-1.0,0.0,0.0,0.5,0.1,6770.0,4.11642
288,00029430569-02,29430569,1.0,0.346844,9.14419e-05,7051.01,652.111,3.4684,0.965911,3044.0,5.09707
289,00029831208-01,29831208,1.0,1.84294,0.000193727,2390.01,171.486,1.6014,0.939605,5080.0,4.48159
290,00029984014-01,29984014,1.0,1.0845,0.000209734,641.781,62.7523,3.73984,0.577262,6253.0,4.26083
291,00029986808-01,29986808,1.0,1.05932,4.792e-05,3717.46,105.025,1.62128,0.998894,5654.0,4.17526
292,00299899924-01,299899924,1.0,0.34115,2.42118e-05,366.245,48.0438,1.13417,0.00257629,7404.0,4.13802
293,00299899924-02,299899924,1.0,0.341159,3.76862e-05,5546.09,3168.92,4.09391,0.999996,7404.0,4.13802
294,00300808301-01,300808301,1.0,1.38902,0.00013965,388.024,39.7592,0.996964,0.267529,4221.0,2.10166
295,00300871376-01,300871376,1.0,0.298707,2.43205e-05,371.263,39.4905,0.884128,0.999177,6665.0,3.83499
296,00300871376-02,300871376,1.0,0.298728,1.85288e-05,435.342,37.1281,0.943108,0.999559,6665.0,3.83499
297,00300871376-03,300871376,1.0,0.298722,1.27639e-05,507.416,35.0225,0.968806,0.990329,6665.0,3.83499
298,00302296720-01,302296720,1.0,0.393133,3.22816e-05,253.099,18.4173,1.5073,0.3,7465.0,4.49997
299,00302298728-01,302298728,1.0,0.347442,3.84501e-05,2583.1,287.044,1.34841,0.0137342,3043.0,5.09707
300,00302298728-02,302298728,1.0,0.347224,6.71123e-05,3506.34,466.105,1.85968,0.951208,3043.0,5.09707
301,00030275662-01,30275662,1.0,0.597543,0.000168004,3536.09,288.67,4.99971,0.966284,8785.0,4.07966
302,00030317301-01,30317301,1.0,1.3959,0.000407576,1780.82,344.906,5.09093,0.530386,5780.0,4.438
303,00303909865-01,303909865,1.0,1.0635,-1.0,217306.0,0.0,2.0,0.1,5382.0,4.12546
304,00303909865-02,303909865,1.0,1.06326,-1.0,2270.64,-1.0,3.5,0.1,5382.0,4.12546
305,00030531417-01,30531417,1.0,0.328938,1.15062e-05,31753.4,1097.68,2.12978,0.922078,6769.0,4.438
306,00030531417-02,30531417,1.0,0.329016,9.1525e-06,12348.8,2836.18,0.435767,0.999898,6769.0,4.438
307,00306580215-01,306580215,1.0,1.74947,0.000174323,4165.12,115.711,3.22392,0.985522,6087.0,4.28912
308,00306742226-01,306742226,1.0,0.677996,0.000163047,248.614,30.5514,1.94916,0.849681,5988.0,4.30679
309,00308451526-01,308451526,1.0,0.394831,1.65151e-06,40912.9,171.712,1.13454,0.936638,4011.0,4.61578
310,00308537791-01,308537791,1.0,0.270352,1.2825e-05,270.421,27.2651,0.543623,0.00606106,9540.0,3.83267
311,00308537791-02,308537791,1.0,0.270357,1.74182e-05,483.583,62.3913,1.20791,0.981142,9540.0,3.83267
312,00308852608-01,308852608,1.0,0.32481,2.19853e-05,1360.82,185.722,1.30621,0.999927,6264.0,4.25903
313,00308852608-02,308852608,1.0,0.3249,1.38975e-05,857.127,62.3288,0.992577,0.299932,6264.0,4.25903
314,00308852618-01,308852618,1.0,0.324814,3.08262e-05,424.213,41.3918,1.18386,0.608485,6358.0,4.45822
315,00308852618-02,308852618,1.0,0.32483,3.14228e-05,389.441,47.4297,0.999935,0.0935731,6358.0,4.45822
316,00309299238-01,309299238,1.0,0.381484,9.9238e-06,33784.4,1301.28,0.806449,0.876421,3355.0,4.438
317,00309299238-02,309299238,1.0,0.381468,8.55093e-06,33579.2,1084.65,0.837326,0.901183,3355.0,4.438
318,00309702975-01,309702975,1.0,1.96943,0.000476104,944.777,79.9768,6.34436,0.0505587,6091.0,4.68128
319,00031655792-02,31655792,1.0,0.208043,5.69583e-06,5141.42,779.13,0.723349,0.999991,6245.0,4.16994
320,00031796120-01,31796120,1.0,0.99709,2.82073e-06,214239.0,235.842,4.72606,0.784734,6267.0,3.7777
321,00032000625-01,32000625,1.0,0.701784,3.44184e-06,67922.4,51562.5,1.94112,0.999999,4963.0,4.49972
322,00032000625-02,32000625,1.0,0.701772,4.05613e-06,57755.6,35371.3,1.92564,0.999999,4963.0,4.49972
323,00032150630-01,32150630,1.0,1.49206,6.99736e-06,139766.0,377.255,2.11317,0.593858,4323.0,4.57199
324,00032150630-02,32150630,1.0,0.746014,2.04105e-05,27218.7,510.204,2.01644,0.82927,4323.0,4.57199
325,00032150630-03,32150630,1.0,1.49204,0.000215271,3524.05,388.069,2.0743,0.237712,4323.0,4.57199
326,00032200310-01,32200310,1.0,0.360471,-1.0,514095.0,0.0,1.0,0.1,5523.0,4.39473
327,00032200310-02,32200310,1.0,0.360486,-1.0,469153.0,0.0,0.5,0.1,5523.0,4.39473
328,00325094050-01,325094050,1.0,0.261903,2.17567e-05,401.843,34.0054,1.18011,0.701388,4780.0,4.52705
329,00325094050-02,325094050,1.0,0.261811,2.40275e-05,356.317,35.5271,0.997002,0.0552972,4780.0,4.52705
330,00326356701-01,326356701,1.0,1.11219,2.04117e-05,14026.6,355.626,3.79857,0.999979,4312.0,4.438
331,00326356701-02,326356701,1.0,1.11215,5.02799e-05,4133.09,533.592,3.82206,0.999994,4312.0,4.438
332,00033715938-01,33715938,1.0,1.43949,-1.0,349478.0,0.0,3.0,0.1,6482.0,3.90079
333,00033715938-02,33715938,1.0,1.43943,-1.0,3468.74,-1.0,0.5,0.1,6482.0,3.90079
334,00033862174-01,33862174,1.0,1.41472,-1.0,456235.0,0.0,2.0,0.1,5982.0,4.03615
335,00033862174-02,33862174,1.0,1.41441,-1.0,2778.15,-1.0,1.0,0.1,5982.0,4.03615
336,00339633702-01,339633702,1.0,0.444592,2.99359e-05,517.628,45.5552,1.39003,0.483068,5895.0,4.37383
337,00348897766-01,348897766,1.0,0.221063,2.70479e-06,35266.2,1218.08,1.09186,0.999936,6272.35,4.21276
338,00348897766-02,348897766,1.0,0.221074,-1.0,0.0,0.0,0.5,0.1,6272.35,4.21276
339,00348900258-01,348900258,1.0,0.259026,1.87437e-05,315.129,41.374,0.463761,0.0969451,7328.0,4.18333
340,00348900258-02,348900258,1.0,0.259084,1.988e-05,405.208,42.4853,0.49067,0.370166,7328.0,4.18333
341,00348900258-03,348900258,1.0,0.259026,1.62823e-05,341.34,40.7614,0.514745,0.899959,7328.0,4.18333
342,00349156098-01,349156098,1.0,1.20134,0.000208321,1093.0,76.367,3.6415,0.980157,5661.22,4.38092
343,00349310205-01,349310205,1.0,0.878841,9.91551e-05,72771.6,4102.76,2.30109,0.924746,5744.0,4.438
344,00349310205-02,349310205,1.0,0.878745,0.000200695,26902.9,2372.03,2.27682,0.754851,5744.0,4.438
345,00349642881-01,349642881,1.0,1.47362,0.000142589,90270.6,5173.02,2.19315,0.911328,4985.0,4.438
346,00349642881-02,349642881,1.0,1.47363,0.000352894,35930.0,3943.68,2.21833,0.961224,4985.0,4.438
347,00349790953-01,349790953,1.0,1.55244,0.000224669,5937.4,111696.0,3.42883,1.0,4997.1,2.36
348,00349832824-01,349832824,1.0,1.04074,1.88603e-06,162166.0,184.688,2.65833,0.895355,6180.43,4.39632
349,00349832824-02,349832824,1.0,1.04073,8.3807e-06,38381.3,172.639,2.6325,0.999265,6180.43,4.39632
350,00349832824-03,349832824,1.0,1.04092,8.11185e-05,1161.44,128.156,0.458693,0.724753,6180.43,4.39632
351,00350094542-01,350094542,1.0,0.314517,4.46107e-05,950.006,226.877,1.83557,0.999958,6312.0,4.46107
352,00350094542-02,350094542,1.0,0.314628,2.57926e-05,447.854,62.2099,0.494539,0.693547,6312.0,4.46107
353,00350144298-01,350144298,1.0,0.752726,0.000132804,141.49,16.6055,2.45005,0.0219102,7269.0,4.08385
354,00350190639-01,350190639,1.0,1.86721,2.45844e-05,53074.5,410.405,1.88678,0.937653,3326.0,4.438
355,00350431335-01,350431335,1.0,0.574852,8.57691e-05,170.639,19.6375,1.57977,0.364682,5815.0,3.71079
356,00350443417-01,350443417,1.0,1.21672,2.60468e-06,229367.0,396.161,2.98691,0.698004,8005.0,4.41859
357,00350443417-02,350443417,1.0,1.21673,1.13314e-05,50296.2,277.415,2.88524,0.999158,8005.0,4.41859
358,00350443417-03,350443417,1.0,0.405545,7.09205e-05,1992.3,212.287,1.96423,0.977763,8005.0,4.41859
359,00350443417-04,350443417,1.0,0.443042,2.22797e-05,1525.24,168.082,0.430556,0.022972,8005.0,4.41859
360,00350443417-05,350443417,1.0,1.34667,9.55941e-05,2609.09,302.762,0.451928,0.135728,8005.0,4.41859
361,00350443417-06,350443417,1.0,0.237596,1.58036e-05,1600.36,219.584,0.50782,0.6923,8005.0,4.41859
362,00350622185-01,350622185,1.0,0.584282,1.19889e-06,195309.0,176.353,4.02413,0.863593,6958.0,4.17231
363,00355509914-01,355509914,1.0,1.73826,0.00032637,18978.4,2157.73,1.24901,0.200622,4746.0,4.52746
364,00355544723-01,355544723,1.0,0.463581,-1.0,685944.0,0.0,1.5,0.1,7418.0,4.13705
365,00355544723-02,355544723,1.0,0.463595,-1.0,725186.0,0.0,0.5,0.1,7418.0,4.13705
366,00355544723-03,355544723,1.0,0.463595,-1.0,0.0,0.0,0.5,0.1,7418.0,4.13705
367,00358457398-02,358457398,1.0,1.1377,0.000147719,15646.4,826.244,3.9941,0.925699,4491.0,4.438
368,00364302118-01,364302118,1.0,0.672671,1.015e-05,30641.1,241.472,2.83466,0.920752,5813.0,4.33879
369,00364302118-02,364302118,1.0,1.34463,0.00022517,2094.86,1975.77,1.91189,0.999993,5813.0,4.33879
370,00369218857-01,369218857,1.0,0.327602,6.14663e-06,210634.0,3626.86,2.11432,0.765527,5101.0,4.12883
371,00369966331-01,369966331,1.0,0.456415,5.62599e-06,8463.24,101.565,0.943533,0.976879,4686.4,4.54
372,00369993181-01,369993181,1.0,0.287811,2.96409e-05,33655.0,2492.29,2.03008,0.831114,31000.0,5.59998
373,00370041241-01,370041241,1.0,0.329246,2.17951e-05,103.66,11.5241,0.536712,0.27966,7250.0,3.90251
374,00370041241-02,370041241,1.0,0.329195,2.60274e-05,79.5844,12.1686,0.401569,0.163159,7250.0,3.90251
375,00370234343-01,370234343,1.0,0.21059,1.84262e-05,184.511,24.9214,0.575432,0.0662619,7335.0,4.14286
376,00370234343-02,370234343,1.0,0.210593,1.77832e-05,186.441,23.8759,0.528357,0.269801,7335.0,4.14286
377,00370236000-01,370236000,1.0,0.224684,1.63425e-05,309.322,73.557,0.752023,0.983231,8650.0,4.59601
378,00370236000-02,370236000,1.0,0.224721,1.06571e-05,260.607,22.6783,0.478465,0.31916,8650.0,4.59601
379,00370236000-03,370236000,1.0,0.224765,1.62284e-05,341.534,51.9136,1.3987,0.899743,8650.0,4.59601
380,00373844472-01,373844472,1.0,0.91946,2.06456e-05,10471.6,153.456,1.44305,0.969626,5616.0,4.3762
381,00376985426-01,376985426,1.0,0.282926,6.91076e-06,129092.0,7215.17,0.600376,0.700716,6463.0,4.438
382,00376985426-02,376985426,1.0,0.282937,5.36239e-06,128470.0,5529.82,0.624807,0.626578,6463.0,4.438
383,00381854774-01,381854774,1.0,1.64456,5.80099e-05,8985.29,172.638,1.70222,0.98058,6487.0,4.22511
384,00381855507-01,381855507,1.0,0.808984,3.87933e-05,750.292,58.7352,0.989783,0.987962,6390.5,4.05
385,00381857817-01,381857817,1.0,0.351174,-1.0,369913.0,0.0,1.0,0.1,4535.0,4.54983
386,00382256692-01,382256692,1.0,0.2979,4.46957e-05,103293.0,7865.84,2.50559,0.977184,5920.0,4.31914
387,00382528174-01,382528174,1.0,0.319531,3.87395e-05,4686.39,348.848,2.62558,0.935916,4166.0,4.62295
388,00038586438-01,38586438,1.0,1.11129,2.57266e-06,155220.0,436.271,1.3471,0.899147,3451.0,4.438
389,00038586438-02,38586438,1.0,1.11128,3.17369e-06,126964.0,470.935,1.34284,0.902247,3451.0,4.438
390,00388131924-01,388131924,1.0,0.609725,1.60026e-05,376.222,16.8933,0.92867,0.510551,4849.0,2.25159
391,00038820496-01,38820496,1.0,0.655286,2.58358e-05,15560.1,1068.79,0.693435,0.908048,2987.0,4.438
392,00038820496-02,38820496,1.0,0.656275,8.23009e-05,4359.15,547.829,1.19411,0.241134,2987.0,4.438
393,00038820496-03,38820496,1.0,0.655107,0.000103075,4829.18,472.852,1.8105,0.18655,2987.0,4.438
394,00038937420-01,38937420,1.0,0.233963,1.6801e-05,527.278,129.267,0.520635,0.900757,7217.0,4.438
395,00038937420-02,38937420,1.0,0.233981,8.6216e-06,3564.42,236.503,1.12883,0.999103,7217.0,4.438
396,00389476160-01,389476160,1.0,0.814436,-1.0,408489.0,0.0,2.0,0.1,5104.0,4.438
397,00389922504-01,389922504,1.0,0.424841,2.26199e-05,360.988,35.7642,1.46424,0.146227,5780.0,4.438
398,00389922504-02,389922504,1.0,0.21246,5.77605e-06,658.172,36.9265,0.452945,0.300939,5780.0,4.438
399,00389922504-03,389922504,1.0,0.424933,1.41668e-05,559.565,51.9971,0.383535,0.70439,5780.0,4.438
400,00039018680-01,39018680,1.0,0.202218,1.26138e-05,390.254,56.5283,0.337,0.418462,8332.0,3.70505
401,00391892842-01,391892842,1.0,0.290338,2.0711e-05,202.001,32.1341,1.08706,0.249795,7078.0,4.02115
402,00391892842-02,391892842,1.0,0.290378,1.97465e-05,202.784,27.3863,1.00028,0.0854013,7078.0,4.02115
403,00393978805-01,393978805,1.0,0.210935,2.97658e-06,11964.7,495.485,0.560731,0.895285,6089.0,4.28877
404,00394006752-01,394006752,1.0,0.454863,-1.0,407809.0,0.0,1.0,0.1,3904.0,4.45539
405,00394006752-02,394006752,1.0,0.454889,2.36028e-06,97084.4,582.698,1.50354,0.580634,3904.0,4.45539
406,00394699148-01,394699148,1.0,0.254346,1.03264e-05,2698.76,249.298,1.05233,0.991255,6258.0,3.8524
407,00402065927-01,402065927,1.0,0.315725,4.55754e-06,44240.6,1968.88,1.98522,0.999981,6726.0,4.19516
408,00402065927-02,402065927,1.0,0.315829,9.25679e-06,3827.52,259.915,0.376402,0.727317,6726.0,4.19516
409,00403136932-01,403136932,1.0,0.302876,-1.0,552812.0,0.0,1.0,0.1,3324.0,4.438
410,00403136932-02,403136932,1.0,0.302884,-1.0,562141.0,0.0,0.5,0.1,3324.0,4.438
411,00403224672-01,403224672,1.0,1.0079,7.95068e-05,218.993,16.5859,1.49867,0.11459,5795.29,4.438
412,00404797151-01,404797151,1.0,1.78071,0.00096521,4661.59,423.262,9.50865,0.964863,5780.0,4.438
413,00410153553-01,410153553,1.0,0.46291,1.07191e-05,4712.39,186.933,0.508484,0.0999007,3043.0,5.09707
414,00410487677-01,410487677,1.0,0.299403,5.43065e-05,320.264,33.6985,3.59284,0.989307,6090.0,3.87227
415,00412063998-01,412063998,1.0,0.326526,-1.0,321993.0,0.0,1.0,0.1,5709.0,4.35829
416,00412063998-02,412063998,1.0,0.326586,-1.0,376108.0,0.0,0.5,0.1,5709.0,4.35829
417,00041232835-01,41232835,1.0,0.239472,3.53311e-06,16883.2,681.067,0.786264,0.983072,5529.23,4.2961
418,00041232835-02,41232835,1.0,0.239526,3.98334e-06,37607.0,1071.52,1.21546,0.991483,5529.23,4.2961
419,00041364284-01,41364284,1.0,0.504834,0.000136687,214.125,32.7141,3.12918,0.999915,7246.0,4.08061
420,00041483281-01,41483281,1.0,0.232341,1.46391e-05,644.954,93.5455,0.577746,0.273398,7039.0,4.3651
421,00041483281-02,41483281,1.0,0.232345,9.31528e-06,1004.79,81.8228,0.687251,0.429894,7039.0,4.3651
422,00419635446-01,419635446,1.0,0.39078,-1.0,403443.0,0.0,1.0,0.1,5701.0,4.35981
423,00419635446-02,419635446,1.0,0.39078,-1.0,409897.0,0.0,1.0,0.1,5701.0,4.35981
424,00419669917-01,419669917,1.0,0.277598,2.71025e-05,467.976,41.2023,1.17464,0.818204,4504.0,4.55297
425,00421895532-01,421895532,1.0,0.290347,2.0288e-05,5651.04,718.541,0.478238,0.3,31000.0,5.59998
426,00421895532-02,421895532,1.0,0.290118,4.45288e-05,7154.23,488.02,1.98445,0.996843,31000.0,5.59998
427,00425863844-01,425863844,1.0,0.596435,8.87513e-06,60698.8,1116.74,1.39908,0.741303,6254.0,4.438
428,00425863844-02,425863844,1.0,0.596569,1.83536e-05,16850.3,815.42,1.04259,0.99324,6254.0,4.438
429,00425863844-03,425863844,1.0,0.596573,2.68592e-05,7470.79,2508.0,0.551205,0.99991,6254.0,4.438
430,00425933644-01,425933644,1.0,0.486156,1.36847e-05,26404.3,841.741,2.05133,0.650897,3176.0,4.438
431,00425933644-02,425933644,1.0,0.486285,2.28565e-05,8249.83,429.717,1.08655,0.985214,3176.0,4.438
432,00425933644-03,425933644,1.0,0.486213,3.54201e-05,7362.21,1184.56,0.78049,0.97251,3176.0,4.438
433,00425934411-01,425934411,1.0,0.853301,6.36044e-05,28288.4,2168.07,1.17083,0.875308,3658.0,4.438
434,00425937691-01,425937691,1.0,0.200666,4.48119e-06,35014.2,1869.95,0.655448,0.3,2733.0,4.438
435,00425937691-02,425937691,1.0,0.200644,4.91125e-06,30578.7,1604.92,0.30841,0.0121117,2733.0,4.438
436,00425937691-03,425937691,1.0,0.200741,7.54399e-06,60318.6,6234.78,1.29655,0.902837,2733.0,4.438
437,00441183795-02,441183795,1.0,0.317088,1.27964e-05,617.53,78.8981,0.563759,0.3,6589.0,3.89934
438,00441406061-01,441406061,1.0,1.50972,-1.0,2688.89,-1.0,5.0,0.1,6888.0,4.438
439,00441422527-01,441422527,1.0,0.372944,4.82195e-06,3765.05,99.2153,1.86205,0.999979,5876.0,4.438
440,00441422527-02,441422527,1.0,0.372953,5.19062e-06,3891.73,3039.15,1.93162,0.999999,5876.0,4.438
441,00044623916-01,44623916,1.0,0.944415,-1.0,339832.0,0.0,2.5,0.1,6334.0,4.24784
442,00044623916-02,44623916,1.0,0.944773,3.52115e-05,23198.0,27647.2,2.45165,1.0,6334.0,4.24784
443,00453095489-01,453095489,1.0,0.308481,2.78261e-05,2082.29,206.087,1.09794,0.043895,3299.0,4.438
444,00453095489-02,453095489,1.0,0.308205,4.64543e-05,2834.63,273.062,1.82323,0.971786,3299.0,4.438
445,00469979014-01,469979014,1.0,1.16259,4.10619e-05,148575.0,1925.67,5.67917,0.00152084,7237.0,4.438
446,00469981019-01,469981019,1.0,0.365801,6.84371e-05,4224.66,1194.99,2.5443,0.99998,50000.0,5.80276
447,00471013508-01,471013508,1.0,1.16261,8.51466e-05,241442.0,4382.23,6.30416,0.00109131,5780.0,4.438
448,00050380257-01,50380257,1.0,1.34827,1.49044e-05,9433.98,66.8763,2.97036,0.00688355,6534.0,4.19403
449,00051912829-01,51912829,1.0,0.835435,2.62586e-05,2627.27,102.96,1.47015,0.949148,6082.0,3.77654
450,00051912829-02,51912829,1.0,0.835364,7.79962e-05,676.022,41.3725,1.43883,0.956331,6082.0,3.77654
451,00052195943-01,52195943,1.0,0.794587,6.7821e-05,256.954,21.3548,1.08977,0.997724,6837.0,4.438
452,00053842685-01,53842685,1.0,0.377462,2.21692e-05,39309.8,2054.78,2.98607,0.761184,6202.0,4.11602
453,00055652785-01,55652785,1.0,1.69415,1.12769e-05,95634.9,238.927,4.57835,0.68757,6369.82,4.29441
454,00055652785-02,55652785,1.0,1.69419,3.045e-05,35194.1,237.681,4.57437,0.770198,6369.82,4.29441
455,00055848818-01,55848818,1.0,0.317395,3.63597e-05,1315.44,94.0075,1.76276,0.949227,5803.13,4.24587
456,00055848818-02,55848818,1.0,0.317312,2.75239e-05,645.413,64.9901,0.813338,0.713276,5803.13,4.24587
457,00079225651-01,79225651,1.0,0.892764,9.75778e-07,104435.0,43.0645,3.24251,0.981201,5755.0,3.88804
458,00079247714-01,79247714,1.0,0.261128,1.90603e-05,461.291,48.1518,0.773544,0.00194375,6192.0,4.40374
459,00079247714-02,79247714,1.0,0.260939,2.17109e-05,964.988,634.755,1.31403,0.999997,6192.0,4.40374
460,00079403459-01,79403459,1.0,0.435326,3.48329e-06,151231.0,1826.92,1.88044,0.907083,3766.0,4.75169
