,tceid,ticid,planetNumber,planetCandidateCount,starTeffKelvin,starLoggCgs,orbitalPeriodDays,orbitalPeriodDays_err,planetRadiusEarthRadii,planetRadiusEarthRadii_err,ratioPlanetRadiusToStarRadius,ratioSemiMajorAxisToStarRadius,semiMajorAxisAu,starRadiusSolarRadii,transitDepthPpm,transitDepthPpm_err,transitDurationHours,transitEpochBtjd,transitEpochBtjd_err,transitIngressTimeHours,minImpactParameter,ws_mes,ws_mesphase,expectedtransitcount,chiSquare2,mes,maxses,equilibriumTempKelvin,InsolationFlux,Sectors
20322,00448800236-02,448800236,2,2,6265.0,4.23783,0.268194,2.34537e-05,1.99849,1.80415,0.0131559,3.82178,0.00870399,1.39149,195.479,26.7287,0.526744,1597.04,0.00101127,0.0076513,0.296382,2.31686,0.1994,102,123.513,8.65988,3.26055,3495.38,35277.4,11
20325,00448853649-01,448853649,1,1,6159.0,4.51024,1.03526,0.000174612,2.6416,2.98587,0.024279,4.17378,0.0211328,0.996632,679.609,70.8134,1.95742,1597.55,0.00259079,0.0474784,0.0623319,1.87768,0.50355,26,16.5238,8.95962,4.09103,1866.34,2867.38,11
20340,00451832923-01,451832923,1,1,4729.0,4.438,1.02252,0.000149887,1.23499,0.914096,0.0113126,5.35999,0.0198733,1.0,132.51,17.6852,1.06656,1596.99,0.00234369,0.0237292,0.706924,1.76866,0.3875,27,14.8339,7.44637,3.28615,1480.22,1134.56,11
20348,00452470253-01,452470253,1,1,6108.0,4.21707,0.546299,6.08461e-05,3.17323,0.741584,0.0210086,1.58962,0.013713,1.38357,453.606,31.538,2.24361,1596.94,0.0016201,0.101925,0.717541,4.44804,0.15,50,32.8212,10.6936,2.84298,2707.23,12694.7,11
20355,00452527037-01,452527037,1,1,7017.0,4.04938,1.37023,0.000290956,3.85529,1.46811,0.0181516,2.35527,0.0279364,1.94554,360.497,41.9207,4.25162,1597.41,0.00330342,0.0997708,0.449791,3.51603,0.78333,20,8.43094,8.08006,2.87838,2583.91,10535.0,11
20359,00452576314-01,452576314,1,1,3984.0,4.438,0.515027,5.14677e-05,1.30664,0.231394,0.0187271,1.63986,0.00933465,0.639123,296.19,22.5658,1.3952,1597.24,0.00143833,0.131056,0.900791,1.7521,0.17452,52,39.7512,11.2895,3.39243,1454.64,1058.13,11
20373,00453784977-02,453784977,2,2,7034.0,4.37319,0.204895,-1.0,4.25402,-1.0,0.029019,3.26288,0.00788103,1.34281,0.0,0.0,0.5,1596.85,-1.0,0.0146989,0.1,6.66795,0.1476,0,93.3151,27.3492,4.64044,4051.45,63673.8,11
20376,00453815948-01,453815948,1,1,6009.0,4.30301,0.901828,0.000213431,3.01833,3.02424,0.0224541,1.48388,0.0189301,1.23131,426.156,32.1839,2.62289,1596.85,0.00382535,0.381463,0.927446,3.26764,0.46111,31,34.5759,9.63914,3.76522,2138.46,4942.27,11
20379,00454493113-01,454493113,1,2,2736.0,4.438,0.429073,2.9522e-05,1.05002,0.473485,0.00961822,1.99221,0.0111389,1.0,106.565,9.97283,1.6235,1597.15,0.000899278,0.0199477,0.398229,13.3132,0.21335,63,22.2572,7.48661,2.70241,1143.9,404.638,11
20380,00454493113-02,454493113,2,2,2736.0,4.438,0.428706,2.97006e-05,1.07442,1.15412,0.00984171,2.17701,0.0111326,1.0,113.574,10.2075,1.52549,1596.94,0.000917737,0.0173772,0.28266,0.0,0.21389,63,34.7607,8.51769,4.08217,1144.22,405.1,11
20381,00454534617-01,454534617,1,3,7462.0,3.78609,0.434474,3.08383e-05,5.31057,0.897388,0.0175387,1.63531,0.0134438,2.77358,281.844,29.5242,1.18075,1596.87,0.000909413,0.10332,0.899524,7.24773,0.18611,63,27.9932,9.52774,5.76303,4729.41,118235.0,11
20382,00454534617-02,454534617,2,3,7462.0,3.78609,0.868354,0.00020925,8.05937,1.22085,0.0266169,1.21824,0.021331,2.77358,556.193,67.2183,3.07187,1597.05,0.00376539,1.53593,0.97299,12.4069,0.43472,31,13.2844,7.83048,2.92945,3754.59,46964.6,11
20385,00454611617-01,454611617,1,1,2993.0,4.438,0.514178,2.88834e-05,6.42519,2.47972,0.058855,4.3153,0.012567,1.0,4100.5,277.62,0.961396,1597.02,0.000782838,0.0559076,0.171709,7.05635,0.11111,53,42.3989,12.8326,3.75199,1178.1,455.253,11
20389,00454748017-01,454748017,1,2,5780.0,4.438,0.894929,0.00011229,2.71438,1.81021,0.0248638,3.94358,0.0181837,1.0,688.416,93.0355,1.58407,1597.43,0.00184214,0.0512274,0.493064,6.44976,-0.19167,30,9.70277,7.81167,2.78031,1891.38,3024.39,11
20390,00454748017-02,454748017,2,2,5780.0,4.438,0.894846,9.14237e-05,3.34506,0.672907,0.0306409,2.21337,0.0181825,1.0,1095.68,128.317,3.29059,1597.23,0.00147826,0.106916,0.124215,6.70641,0.53329,30,19.6383,7.44365,3.29575,1891.44,3024.76,11
20393,00454786439-02,454786439,2,3,7930.0,3.84473,0.59156,5.12042e-05,4.35411,1.8008,0.0145985,2.51371,0.0171023,2.73204,231.189,27.1664,1.66402,1596.87,0.00122138,0.0328611,0.492041,11.7608,0.30139,46,35.3823,8.13415,2.99546,4422.63,90415.7,11
20394,00454786439-03,454786439,3,3,7930.0,3.84473,0.59121,5.57704e-05,4.80611,2.77666,0.016114,2.27031,0.0170956,2.73204,288.446,23.9585,2.01112,1597.17,0.00110902,0.0375083,0.306053,0.0,0.29553,46,74.5144,11.83,4.48557,4423.5,90487.1,11
20399,00456984116-01,456984116,1,1,3574.0,4.438,0.547444,9.5072e-05,0.967732,0.29876,0.0178546,1.4315,0.00821579,0.49648,292.534,26.0366,2.08373,1597.0,0.00256552,0.142157,0.858007,6.27224,0.27778,50,31.9575,8.54305,3.06851,1225.95,533.84,11
20400,00457052312-01,457052312,1,1,4271.2,4.1,0.411818,3.66055e-05,3.87739,3.43674,0.0307209,2.8261,0.00921074,1.15612,1069.28,88.2493,1.01471,1597.16,0.00126905,0.043375,0.537559,1.39287,0.10477,66,43.9949,10.7451,3.15191,2111.52,4697.92,11
20403,00457463263-01,457463263,1,1,3524.0,4.85444,1.16493,0.000866596,1.30693,2.47012,0.0299288,1.1611,0.016201,0.4,402.327,108.013,4.33078,1596.8,0.0121657,2.16539,0.990105,2.78814,0.60278,24,19.0329,7.19685,3.13292,772.657,84.2303,11
20406,00458859193-01,458859193,1,1,6803.0,4.187,1.14986,0.000155758,6.25187,5.75794,0.0354369,2.52688,0.0244092,1.61604,1381.86,115.504,3.40161,1596.99,0.00210002,0.148937,0.434101,1.58203,0.30833,24,32.0784,8.49737,4.51263,2442.54,8411.78,11
20409,00460071288-01,460071288,1,2,8419.0,4.32882,0.259725,1.75663e-05,6.83356,4.82215,0.0381984,1.34986,0.0101884,1.6387,731.519,85.0034,0.689207,1597.04,0.000736416,0.344604,0.990105,8.45492,0.13264,105,50.6077,7.31808,3.0243,4711.4,116445.0,11
20410,00460071288-02,460071288,2,2,8419.0,4.32882,0.259762,1.77791e-05,6.8703,4.54407,0.0384037,1.31427,0.0101893,1.6387,742.883,74.9609,0.736405,1596.91,0.000763436,0.368203,0.989955,1.41664,-0.05313,104,73.7099,7.72123,3.49157,4711.18,116423.0,11
20411,00460172511-01,460172511,1,1,3485.0,4.61279,1.26473,0.000176604,1.75861,1.59075,0.023551,4.31369,0.0203293,0.684,656.356,53.9062,2.29907,1597.36,0.00208546,0.0546277,0.120805,5.27505,0.63194,22,10.2885,10.8185,3.59439,891.994,149.613,11
20412,00460172517-01,460172517,1,1,4804.0,4.59157,1.26474,0.000259548,1.29085,1.03134,0.0160031,3.84983,0.0210568,0.738872,295.575,32.581,2.30924,1597.36,0.00311088,0.0469023,0.462171,2.7739,0.62917,22,18.8135,7.72949,3.1709,1255.69,587.562,11
20417,00460694605-01,460694605,1,1,5899.0,4.32297,0.665611,0.00023592,3.91558,5.27912,0.0303381,1.08424,0.015279,1.18224,452.452,74.1363,3.59087,1596.82,0.00570255,1.79544,0.989283,4.6806,0.32639,41,22.4958,9.64199,3.04021,2289.68,6495.64,11
20424,00464680239-01,464680239,1,1,5964.85,4.438,0.522679,9.22339e-05,5.44482,11.145,0.00838392,2.15812,0.0417126,5.94886,81.5526,12.7955,1.93664,1597.01,0.00253793,0.017555,0.0756835,1.82338,0.15278,52,18.001,7.68995,2.64516,3143.22,23068.5,11
20425,00464886060-01,464886060,1,1,8445.0,3.97563,1.08114,0.000107114,7.03782,1.98481,0.0261399,2.84264,0.0264022,2.46622,747.842,87.5659,2.82307,1597.22,0.00149901,0.0887169,0.404293,4.46433,-0.26528,25,8.49854,8.88279,3.32403,3601.53,39762.3,11
20432,00465507504-01,465507504,1,1,5780.0,4.438,1.02309,0.00015116,1.5975,4.18621,0.0146331,6.61769,0.0198807,1.0,250.437,46.6314,1.20276,1596.98,0.00235465,0.0174882,0.0237037,1.59364,0.38611,27,22.7764,7.25068,3.2064,1808.85,2530.09,11
20434,00466211032-01,466211032,1,1,5780.0,4.438,1.02323,0.000205252,1.73105,3.10107,0.0158565,3.66302,0.0198825,1.0,292.701,46.2954,2.16716,1596.99,0.00321005,0.035695,0.170201,1.20736,0.47222,27,19.8636,7.77156,3.37715,1808.78,2529.64,11
20438,00466494866-01,466494866,1,1,7840.0,4.11089,0.484241,5.27286e-05,3.25367,3.5894,0.014964,2.47924,0.0148699,1.99169,250.287,22.5195,1.55962,1596.95,0.00155943,0.0244138,0.0318389,1.27736,0.13056,56,38.4057,8.5655,3.076,4003.73,60727.0,11
20439,00466771970-01,466771970,1,1,5117.0,4.438,1.02357,0.000222271,1.70274,0.951744,0.0140337,2.45502,0.0213378,1.11141,204.751,23.3516,2.47515,1596.98,0.00344972,0.0686777,0.701388,2.28199,0.26389,27,17.7796,8.17043,3.71151,1629.56,1666.48,11
20444,00467167691-01,467167691,1,1,5751.0,4.11946,0.359504,1.16176e-05,5.3236,2.16714,0.0333059,3.8335,0.00999615,1.46414,1248.05,139.66,0.682676,1597.09,0.000329165,0.0274636,0.435597,5.95178,0.17709,75,24.1376,10.52,2.94129,3071.21,21026.2,11
20453,00000046937-01,46937,1,2,3760.0,4.75437,0.389775,3.88568e-05,1.95809,0.709518,0.0343605,1.87417,0.00863512,0.522,1278.97,124.258,1.46737,1596.86,0.00140231,0.0810887,0.60463,9.43274,0.19861,70,23.469,7.51795,2.9943,1289.97,654.401,11
20454,00000046937-02,46937,2,2,3760.0,4.75437,0.389478,3.15408e-05,1.93854,1.79427,0.0340174,2.62133,0.00863073,0.522,1362.69,118.516,1.20627,1597.07,0.0011443,0.0417816,0.0200187,0.0,0.19341,69,60.5207,9.61661,3.63479,1290.3,655.068,11
20456,00047884268-01,47884268,1,2,5229.0,4.45461,0.535508,4.81887e-05,6.68578,6.68712,0.0660709,1.22525,0.0124326,0.926915,3530.84,118.89,2.96216,1597.12,0.00147622,1.11203,0.922657,10.529,0.26896,51,36.8465,15.2087,3.74991,1992.28,3723.22,11
20457,00047884268-02,47884268,2,2,5229.0,4.45461,0.535993,6.5604e-05,2.96858,3.03484,0.0293364,1.70843,0.0124401,0.926915,894.433,72.6103,2.06772,1596.84,0.00183389,0.121708,0.701016,0.0,0.26798,51,81.496,12.5647,7.45713,1991.67,3718.72,11
20463,00048318875-01,48318875,1,2,5732.0,4.35394,0.302963,8.40147e-06,5.67666,5.92567,0.0466341,4.5838,0.00890401,1.11503,2535.51,256.52,0.530831,1597.02,0.000234631,0.0242494,0.0997196,12.3845,0.14867,89,22.7345,12.5916,3.4077,2830.4,15167.5,11
20467,00000052357-02,52357,2,2,5780.0,4.438,0.547983,1.60125e-05,2.07223,0.411398,0.0189817,3.40142,0.0131119,1.0,373.643,28.6264,0.939145,1597.02,0.0004147,0.0342369,0.7,2.83517,-0.10556,50,53.2946,17.567,4.61239,2227.34,5816.56,11
20475,00055369125-01,55369125,1,1,5708.0,4.35848,0.678195,8.43857e-05,8.08174,11.6178,0.0669437,1.50323,0.0152059,1.10584,2088.89,146.904,1.91682,1597.4,0.00204167,0.958409,0.984737,1.23253,0.28795,40,40.9901,14.9552,3.88831,2147.91,5030.18,11
20492,00055848818-01,55848818,1,2,5803.13,4.24587,0.317419,5.51806e-05,4.24142,2.65278,0.0381969,1.14914,0.00795159,1.01714,900.104,163.296,1.50263,1596.81,0.00271217,0.751317,0.976907,9.67035,0.15972,86,46.1088,7.5431,3.62041,2896.13,16626.1,11
20493,00055848818-02,55848818,2,2,5803.13,4.24587,0.317372,4.41455e-05,5.70969,6.71086,0.0514197,1.13469,0.00795081,1.01714,1162.15,99.8413,1.67853,1596.97,0.00215372,0.839265,0.990105,0.0,0.15872,85,82.1752,11.2871,4.11161,2896.27,16629.4,11
20500,00061124912-01,61124912,1,2,6991.0,4.10914,0.310955,3.08069e-05,2.67387,2.94682,0.013528,2.37827,0.0103722,1.81053,206.125,31.3952,1.0409,1597.02,0.00123554,0.0149753,0.104753,6.64055,0.1511,87,41.316,7.88842,5.34882,4075.67,65210.3,11
20501,00061124912-02,61124912,2,2,6991.0,4.10914,0.622428,0.000100432,2.7257,1.68394,0.0137902,3.0775,0.016474,1.81053,195.321,39.1034,1.15843,1596.85,0.00241963,0.0320648,0.711424,3.05463,0.325,44,20.2614,8.50475,6.54054,3233.96,25850.0,11
20509,00000068904-01,68904,1,1,6140.0,4.16004,0.624151,0.000114464,2.67777,0.458797,0.0165036,1.4549,0.0150461,1.48625,243.395,24.0363,2.05311,1597.23,0.00285468,0.168955,0.897044,4.09876,0.16667,43,16.2147,9.15303,3.42098,2692.74,12425.1,11
20511,00073184256-01,73184256,1,2,5727.0,3.92328,0.298308,2.976e-05,3.21594,1.24097,0.0161015,1.51086,0.00880884,1.82953,228.237,25.599,0.92051,1596.99,0.00128586,0.073379,0.896687,11.0114,0.1441,91,55.4679,8.95129,2.81572,3641.91,41575.7,11
20512,00073184256-02,73184256,2,2,5727.0,3.92328,0.298165,3.27695e-05,2.58911,4.34287,0.0129631,2.31013,0.00880601,1.82953,194.34,27.1891,1.00638,1596.84,0.00141123,0.0146378,0.248333,0.05508,0.07778,91,82.2777,10.2518,3.72148,3642.5,41602.3,11
20514,00073455146-02,73455146,2,2,6442.0,4.23153,0.334768,-1.0,4.33143,-1.0,0.027381,2.68469,0.0103169,1.44904,0.0,0.0,1.0,1596.82,-1.0,0.0282481,0.1,14.6794,0.10417,0,28.498,19.694,3.64917,3368.83,30439.4,11
20515,00073649615-01,73649615,1,1,3614.0,4.81257,1.23921,0.000171821,2.51922,1.95336,0.0515092,9.25593,0.0176317,0.448,3113.13,308.325,1.07258,1597.92,0.00203005,0.0532821,0.103783,2.62223,0.61163,21,10.0524,10.912,4.3125,803.845,98.6755,11
20526,00076325954-01,76325954,1,1,4140.0,4.438,0.261637,1.58929e-05,7.53811,0.749091,0.0690494,1.27889,0.0080098,1.0,3445.07,259.741,1.25525,1597.02,0.000913664,0.627624,0.939745,10.4765,0.07273,104,49.1373,12.9342,3.44631,2041.18,4102.49,11
20536,00083859830-01,83859830,1,2,5770.66,4.27613,0.365092,2.7867e-05,2.65272,2.57034,0.0194645,2.40092,0.0102415,1.24838,420.905,50.7357,1.09074,1596.8,0.00105692,0.0284579,0.485835,8.57633,0.18056,75,31.4703,7.63466,3.65718,2811.31,14762.3,11
20537,00083859830-02,83859830,2,2,5770.66,4.27613,0.365056,2.87338e-05,2.65646,2.46342,0.0194919,2.23898,0.0102409,1.24838,424.858,46.9246,1.19705,1596.98,0.00108024,0.0304737,0.454923,0.0,0.18164,74,32.5768,7.72549,2.76722,2811.4,14764.2,11
20544,00083914837-05,83914837,5,5,7180.0,4.18401,0.251011,4.49922e-05,6.40225,1.77586,0.0345342,1.60856,0.00912587,1.69817,1149.41,325.22,0.879884,1596.91,0.00154781,0.0963882,0.836647,2.01476,0.1122,108,6.49779,10.8113,7.06066,4321.85,82451.8,11
20556,00102764828-01,102764828,1,1,3285.0,4.97522,0.673449,0.000121747,2.96567,0.535816,0.0977183,1.38844,0.00967821,0.278,8204.08,525.426,3.29323,1569.44,0.0028428,1.40375,0.896731,6.17567,0.33194,40,15.7473,10.2804,3.70298,776.877,86.0855,10
20584,00124147486-01,124147486,1,1,3375.0,4.92653,0.59381,0.000108173,1.73402,0.31014,0.0491755,1.2207,0.00947469,0.323,1853.36,159.674,2.82688,1569.85,0.0027707,1.2174,0.948508,2.3607,0.23,44,22.1523,11.3313,3.62592,869.53,135.101,10
20586,00124205037-02,124205037,2,2,5477.0,4.13638,0.333205,-1.0,6.13481,-1.0,0.0405367,5.30785,0.00928233,1.38628,1934.78,-1.0,0.5,1569.48,-1.0,0.0198948,0.1,0.0,0.1666,79,169.72,13.8068,6.94766,2953.46,17982.4,10
20593,00130845934-01,130845934,1,1,7808.0,4.24155,0.334927,2.52112e-05,2.35462,0.762778,0.0126312,4.12001,0.0116026,1.70755,163.943,23.7251,0.465675,1569.45,0.000830706,0.011272,0.696588,6.56128,0.18438,79,56.287,7.22244,3.08895,4179.66,72125.2,10
20601,00131239334-01,131239334,1,1,5681.0,4.33664,0.569851,5.15347e-05,8.58866,1.19862,0.0696124,1.16828,0.0135093,1.13015,3034.88,93.2198,3.40365,1569.9,0.00140594,1.70183,0.962485,8.30843,0.28747,46,17.6919,11.2528,2.87962,2292.81,6531.2,10
20602,00131625230-01,131625230,1,1,6003.0,4.438,1.10682,0.000183664,2.80808,1.91163,0.0145619,2.53564,0.0306148,1.7664,243.61,22.556,3.39516,1569.47,0.00251433,0.0543804,0.236128,2.48744,0.69028,24,51.6603,9.65897,3.69303,2012.05,3873.25,10
20610,00135163289-01,135163289,1,1,5903.0,4.19041,1.0273,0.000144986,5.71767,0.997037,0.0380076,1.5409,0.0204136,1.37799,1070.09,119.207,2.54754,1570.41,0.00204149,1.27377,0.964672,3.2637,0.50769,26,35.5744,16.2656,4.84763,2140.07,4957.14,10
20612,00135430844-01,135430844,1,1,5433.0,4.45215,0.400712,6.83029e-05,2.42898,0.465049,0.0232269,1.19578,0.0104547,0.957921,428.875,35.4042,1.77223,1569.75,0.00255334,0.323041,0.939897,3.86925,0.2035,65,64.0648,8.99117,3.02483,2294.77,6553.61,10
20619,00140757571-01,140757571,1,1,3605.0,4.81679,0.418346,0.00011213,3.65456,0.671351,0.0755665,1.27025,0.00851226,0.443,5048.45,630.851,2.34378,1569.68,0.00406808,0.705615,0.886625,6.24339,0.2086,63,22.2665,7.4078,2.62815,1147.56,409.852,10
20624,00140940493-01,140940493,1,2,5516.25,4.50311,0.248902,1.76053e-05,2.03945,2.81096,0.0204278,2.62165,0.00767367,0.914511,492.813,57.5288,0.760168,1569.59,0.000787734,0.0160291,0.00999983,10.0135,0.12074,105,45.3359,8.21257,2.6149,2657.23,11782.5,10
20625,00140940493-02,140940493,2,2,5516.25,4.50311,0.249018,1.33395e-05,2.35947,1.78406,0.0236332,2.32098,0.00767606,0.914511,634.429,46.5971,0.798136,1569.46,0.000611785,0.023773,0.429614,0.0,0.12396,106,92.8544,10.4362,3.30187,2656.81,11775.1,10
20628,00141484981-01,141484981,1,3,8130.0,4.36343,0.50602,5.16516e-05,2.57851,3.41646,0.0153931,3.56788,0.0156208,1.53441,263.875,28.8669,1.10389,1569.87,0.00138641,0.0175751,0.150637,6.85632,0.16441,52,34.4905,7.19367,3.20588,3555.5,37768.0,10
20629,00141484981-02,141484981,2,3,8130.0,4.36343,0.506127,5.72521e-05,2.46238,1.8923,0.0146998,2.68721,0.0156231,1.53441,237.898,25.0357,1.42162,1569.52,0.00156631,0.0241687,0.333138,8.13226,0.175,52,33.6936,7.18012,2.86506,3555.25,37757.3,10
20630,00141484981-03,141484981,3,3,8130.0,4.36343,0.506268,6.37624e-05,2.45083,1.19299,0.0146308,2.11308,0.015626,1.53441,223.039,22.7278,1.52473,1569.7,0.00176672,0.0404436,0.659461,0.0,0.25309,52,52.2022,7.76551,3.97,3554.92,37743.4,10
20632,00141606986-02,141606986,2,4,5868.9,4.20529,0.343829,-1.0,5.02289,-1.0,0.0336772,5.43846,0.00989668,1.3662,0.0,0.0,0.5,1569.57,-1.0,0.0166311,0.1,46.0097,0.19896,0,15.3993,26.0012,4.45041,3042.71,20256.5,10
20643,00141770299-01,141770299,1,2,6227.0,4.26512,0.40028,2.86248e-05,3.5288,3.87393,0.0241454,2.66471,0.0113127,1.33872,644.232,188.504,1.08194,1569.67,0.000669021,0.0339221,0.472486,7.95513,0.19615,66,18.0214,7.68624,2.77542,2989.05,18864.9,10
20647,00141865875-01,141865875,1,2,7365.0,4.438,0.223152,1.73894e-05,2.43278,6.11836,0.0119496,3.52431,0.0109141,1.86486,159.68,22.3935,0.496127,1569.49,0.00120631,0.00603261,0.039295,9.51634,0.0875,118,75.5561,7.79681,3.11383,4248.1,76966.2,10
20648,00141865875-02,141865875,2,2,7365.0,4.438,0.223155,1.30471e-05,3.13465,0.768681,0.0153971,1.85862,0.0109142,1.86486,216.329,24.5879,0.5,1569.57,0.000501388,0.0385366,0.9,5.2728,0.08982,118,110.626,8.2505,2.86761,4248.08,76964.4,10
20669,00144289734-02,144289734,2,2,3381.0,4.438,0.786312,0.000124275,6.33641,0.965714,0.0580418,1.78354,0.0166809,1.0,2464.98,356.773,1.89357,1569.85,0.00229595,0.946783,0.948801,5.08979,0.2375,33,10.5303,8.75798,4.62278,1155.12,420.757,10
20686,00147660201-01,147660201,1,1,5688.0,4.48774,0.579238,8.99711e-05,3.56339,0.591858,0.0343394,1.87201,0.0136653,0.950534,965.568,93.6246,1.23551,1570.0,0.00228435,0.27493,0.932604,1.74968,-0.10833,46,28.7108,11.076,3.21742,2093.27,4537.59,10
20689,00149102762-01,149102762,1,1,5780.0,4.438,0.737093,0.000138603,4.61941,1.43638,0.042314,2.35713,0.0159773,1.0,2072.27,232.098,2.51638,1569.54,0.00275974,0.115152,0.244904,2.31522,0.19167,36,28.6644,7.9013,3.23724,2017.75,3917.35,10
20690,00149308175-01,149308175,1,1,5751.3,4.08,0.280247,4.17732e-05,5.33354,5.1242,0.0375496,1.106,0.00759255,1.30109,635.674,80.6103,1.45725,1569.66,0.00214492,0.728624,0.990105,4.90932,0.13993,93,35.0996,7.59896,3.05378,3322.14,28786.7,10
20692,00149444545-01,149444545,1,3,7377.0,4.29201,0.210582,1.32855e-05,5.39144,2.23927,0.0321956,3.67402,0.00824093,1.53393,1157.13,160.249,0.457025,1569.61,0.000371659,0.0146907,0.0736562,9.91997,0.1252,124,75.2469,8.11153,3.32844,4441.06,91931.9,10
20699,00149539842-01,149539842,1,2,5984.0,4.30752,0.297013,3.60274e-05,2.58899,4.61498,0.0194424,2.14781,0.00900252,1.21977,417.382,55.1398,0.995028,1569.58,0.00152048,0.0268593,0.503202,9.28829,0.14706,88,50.3797,7.65735,3.24553,3073.55,21090.3,10
20700,00149539842-02,149539842,2,2,5984.0,4.30752,0.297007,3.21003e-05,2.86707,3.29852,0.0215307,1.57239,0.0090024,1.21977,484.046,46.8925,1.28452,1569.44,0.00140324,0.0551404,0.682955,0.0,0.14722,89,71.6727,8.95049,3.04844,3073.57,21090.8,10
20704,00149600376-01,149600376,1,3,5895.0,4.3237,0.313466,2.71441e-05,3.42656,3.57928,0.0265873,1.55876,0.00924492,1.18054,742.027,115.063,1.39944,1569.56,0.00100467,0.0719711,0.672241,4.03624,0.23,84,16.8036,7.22064,2.83467,2939.44,17643.3,10
20705,00149600376-02,149600376,2,3,5895.0,4.3237,0.313461,1.43977e-05,5.2535,5.60671,0.040763,9.1677,0.00924481,1.18054,1894.62,202.678,0.267259,1569.46,0.000510985,0.0109394,0.202884,8.87868,0.20208,84,26.3929,8.09804,2.54338,2939.46,17643.7,10
20706,00149600376-03,149600376,3,3,5895.0,4.3237,0.313458,1.34888e-05,4.80916,6.06825,0.0373152,6.10188,0.00924475,1.18054,1592.41,248.263,0.396216,1569.67,0.00136374,0.0153762,0.260407,0.35679,0.08426,84,31.3491,8.37453,2.84438,2939.47,17643.9,10
20718,00150361803-01,150361803,1,2,5651.4,4.30401,0.268628,2.31177e-05,2.8082,1.69066,0.0223286,1.71065,0.00808293,1.15203,515.35,61.0181,1.01418,1569.45,0.00103582,0.0466708,0.706443,3.29751,0.12361,98,31.7214,8.04245,2.91281,2977.11,18565.3,10
20719,00150361803-02,150361803,2,2,5651.4,4.30401,0.268633,3.06078e-05,3.21146,1.23042,0.025535,2.00831,0.00808303,1.15203,570.853,82.6779,0.570318,1569.64,0.00200262,0.0693524,0.899474,5.21048,-0.05938,98,33.6555,8.11424,2.40335,2977.1,18564.9,10
20740,00015373882-01,15373882,1,1,4057.0,4.438,0.730152,9.19613e-05,6.29313,3.63681,0.087935,1.45533,0.0119812,0.655545,3033.56,213.618,2.43446,1569.62,0.00196137,1.21723,0.990105,3.59063,0.54167,36,32.6038,9.11857,5.74237,1324.19,726.634,10
20744,00015445551-02,15445551,2,2,6271.0,4.08214,0.593414,7.11771e-05,4.90077,2.57865,0.0269363,2.26242,0.0147907,1.66657,823.556,76.8898,2.07268,1569.56,0.00169006,0.0624315,0.266398,4.30844,0.15694,45,14.7899,8.77507,3.79357,2937.28,17591.5,10
20749,00158294090-01,158294090,1,1,6471.0,3.91105,0.500503,4.74007e-05,3.21817,1.91758,0.0139927,2.34248,0.0135367,2.10671,213.711,21.4732,1.50598,1569.57,0.00131606,0.0293238,0.507996,3.14927,0.28333,53,25.3796,8.03781,2.99049,3562.13,38050.3,10
20761,00160199003-01,160199003,1,1,3671.0,4.78799,0.483579,6.98126e-05,3.49288,0.544935,0.066935,1.23612,0.00964752,0.478,3691.03,217.985,2.61595,1569.78,0.00229503,1.00563,0.923406,3.01054,0.19189,54,28.8193,12.5995,4.06415,1140.2,399.439,10
20764,00160833719-01,160833719,1,1,5837.0,4.33435,1.39763,0.000280696,2.02728,2.61392,0.0160576,3.3945,0.024905,1.15646,295.774,26.2837,3.10072,1570.08,0.0030421,0.0555723,0.308913,4.31994,0.71111,19,18.7554,10.5358,3.9686,1755.11,2242.51,10
20775,00162580545-01,162580545,1,3,5970.0,4.23558,0.466791,4.52259e-05,2.85909,2.14408,0.0198102,2.80906,0.0121504,1.32202,404.311,47.6436,0.970176,1569.52,0.00135431,0.0383363,0.711915,9.68023,0.15694,57,23.566,7.86181,2.94197,2747.84,13473.6,10
20776,00162580545-02,162580545,2,3,5970.0,4.23558,0.466906,4.79982e-05,2.68172,3.21961,0.0185812,3.17496,0.0121523,1.32202,393.005,47.8042,1.10758,1569.67,0.00140839,0.0232668,0.326082,9.37917,0.15833,56,37.1443,7.96962,2.90933,2747.61,13469.2,10
20777,00162580545-03,162580545,3,3,5970.0,4.23558,0.466888,5.05646e-05,2.6269,3.9184,0.0182013,2.68881,0.012152,1.32202,383.411,46.6616,1.37676,1569.83,0.00148811,0.0261942,0.118212,-0.35421,0.2223,56,61.7039,8.46431,3.55283,2747.65,13469.9,10
20786,00162804912-01,162804912,1,1,5199.0,4.46038,0.84821,0.000174113,2.93874,3.34491,0.0293713,3.25181,0.0168413,0.916506,881.603,102.888,1.50117,1570.18,0.00300223,0.089822,0.728087,1.30992,0.58011,31,35.1495,7.98959,4.58607,1692.36,1938.61,10
